1.10E-03,1.57E-03,2.13E-03,2.63E-03,3.08E-03,3.63E-03,4.13E-03,4.61E-03,5.14E-03,5.61E-03,6.14E-03,6.67E-03,7.17E-03,7.67E-03,8.20E-03,8.68E-03,9.20E-03,9.71E-03,1.02E-02,1.12E-02,1.22E-02,1.33E-02,1.42E-02,1.53E-02,1.63E-02,1.73E-02,1.83E-02,1.93E-02,2.03E-02,2.14E-02,2.24E-02
5.86E-09,5.79E-09,5.71E-09,5.63E-09,5.56E-09,1.30E-08,3.05E-08,4.81E-08,7.06E-08,1.06E-07,1.38E-07,1.73E-07,2.06E-07,2.49E-07,2.86E-07,3.29E-07,3.72E-07,4.14E-07,4.57E-07,5.37E-07,6.10E-07,6.83E-07,7.41E-07,7.96E-07,8.46E-07,8.86E-07,9.26E-07,9.58E-07,1.01E-06,1.04E-06,1.07E-06
